filename,artist,genre
Pablo_Picasso_434.jpg,Pablo Picasso,Cubism
Pablo_Picasso_93.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_56.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_352.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_272.jpg,Pierre-Auguste Renoir,Impressionism
Amedeo_Modigliani_184.jpg,Amedeo Modigliani,Expressionism
Pablo_Picasso_408.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_266.jpg,Pierre-Auguste Renoir,Impressionism
Amedeo_Modigliani_190.jpg,Amedeo Modigliani,Expressionism
Pablo_Picasso_385.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_81.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_44.jpg,Pablo Picasso,Cubism
Alfred_Sisley_165.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_50.jpg,Pablo Picasso,Cubism
Alfred_Sisley_171.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_391.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_299.jpg,Pierre-Auguste Renoir,Impressionism
Peter_Paul_Rubens_95.jpg,Peter Paul Rubens,Baroque
Amedeo_Modigliani_147.jpg,Amedeo Modigliani,Expressionism
Pablo_Picasso_78.jpg,Pablo Picasso,Cubism
Alfred_Sisley_159.jpg,Alfred Sisley,Impressionism
Amedeo_Modigliani_153.jpg,Amedeo Modigliani,Expressionism
Rembrandt_245.jpg,Rembrandt,Baroque
Edgar_Degas_521.jpg,Edgar Degas,Impressionism
Andy_Warhol_146.jpg,Andy Warhol,Pop Art
Edgar_Degas_247.jpg,Edgar Degas,Impressionism
Pablo_Picasso_144.jpg,Pablo Picasso,Cubism
Pablo_Picasso_150.jpg,Pablo Picasso,Cubism
Joan_Miro_6.jpg,Joan Miro,Surrealism
Edgar_Degas_253.jpg,Edgar Degas,Impressionism
Edgar_Degas_535.jpg,Edgar Degas,Impressionism
Andy_Warhol_152.jpg,Andy Warhol,Pop Art
Rembrandt_251.jpg,Rembrandt,Baroque
Claude_Monet_42.jpg,Claude Monet,Impressionism
Pablo_Picasso_178.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_88.jpg,Pierre-Auguste Renoir,Impressionism
Andy_Warhol_82.jpg,Andy Warhol,Pop Art
Andy_Warhol_96.jpg,Andy Warhol,Pop Art
Claude_Monet_56.jpg,Claude Monet,Impressionism
Edgar_Degas_509.jpg,Edgar Degas,Impressionism
Caravaggio_31.jpg,Caravaggio,Baroque
Pablo_Picasso_187.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_77.jpg,Pierre-Auguste Renoir,Impressionism
Peter_Paul_Rubens_111.jpg,Peter Paul Rubens,Baroque
Edgar_Degas_284.jpg,Edgar Degas,Impressionism
Peter_Paul_Rubens_105.jpg,Peter Paul Rubens,Baroque
Edgar_Degas_290.jpg,Edgar Degas,Impressionism
Claude_Monet_7.jpg,Claude Monet,Impressionism
Andy_Warhol_69.jpg,Andy Warhol,Pop Art
Pablo_Picasso_193.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_63.jpg,Pierre-Auguste Renoir,Impressionism
Caravaggio_25.jpg,Caravaggio,Baroque
Andy_Warhol_41.jpg,Andy Warhol,Pop Art
Andy_Warhol_55.jpg,Andy Warhol,Pop Art
Peter_Paul_Rubens_139.jpg,Peter Paul Rubens,Baroque
Caravaggio_19.jpg,Caravaggio,Baroque
Peter_Paul_Rubens_138.jpg,Peter Paul Rubens,Baroque
Andy_Warhol_54.jpg,Andy Warhol,Pop Art
Caravaggio_18.jpg,Caravaggio,Baroque
Andy_Warhol_40.jpg,Andy Warhol,Pop Art
Pierre-Auguste_Renoir_62.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_192.jpg,Pablo Picasso,Cubism
Andy_Warhol_68.jpg,Andy Warhol,Pop Art
Edgar_Degas_291.jpg,Edgar Degas,Impressionism
Claude_Monet_6.jpg,Claude Monet,Impressionism
Peter_Paul_Rubens_104.jpg,Peter Paul Rubens,Baroque
Caravaggio_24.jpg,Caravaggio,Baroque
Caravaggio_30.jpg,Caravaggio,Baroque
Edgar_Degas_285.jpg,Edgar Degas,Impressionism
Peter_Paul_Rubens_110.jpg,Peter Paul Rubens,Baroque
Pierre-Auguste_Renoir_76.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_186.jpg,Pablo Picasso,Cubism
Andy_Warhol_97.jpg,Andy Warhol,Pop Art
Edgar_Degas_508.jpg,Edgar Degas,Impressionism
Claude_Monet_57.jpg,Claude Monet,Impressionism
Claude_Monet_43.jpg,Claude Monet,Impressionism
Andy_Warhol_83.jpg,Andy Warhol,Pop Art
Pierre-Auguste_Renoir_89.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_179.jpg,Pablo Picasso,Cubism
Edgar_Degas_252.jpg,Edgar Degas,Impressionism
Joan_Miro_7.jpg,Joan Miro,Surrealism
Pablo_Picasso_151.jpg,Pablo Picasso,Cubism
Rembrandt_250.jpg,Rembrandt,Baroque
Andy_Warhol_153.jpg,Andy Warhol,Pop Art
Edgar_Degas_534.jpg,Edgar Degas,Impressionism
Andy_Warhol_147.jpg,Andy Warhol,Pop Art
Edgar_Degas_520.jpg,Edgar Degas,Impressionism
Rembrandt_244.jpg,Rembrandt,Baroque
Pablo_Picasso_145.jpg,Pablo Picasso,Cubism
Edgar_Degas_246.jpg,Edgar Degas,Impressionism
Amedeo_Modigliani_152.jpg,Amedeo Modigliani,Expressionism
Amedeo_Modigliani_146.jpg,Amedeo Modigliani,Expressionism
Alfred_Sisley_158.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_79.jpg,Pablo Picasso,Cubism
Alfred_Sisley_170.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_51.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_94.jpg,Peter Paul Rubens,Baroque
Pierre-Auguste_Renoir_298.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_390.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_80.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_384.jpg,Pablo Picasso,Cubism
Alfred_Sisley_164.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_45.jpg,Pablo Picasso,Cubism
Pablo_Picasso_409.jpg,Pablo Picasso,Cubism
Amedeo_Modigliani_191.jpg,Amedeo Modigliani,Expressionism
Pierre-Auguste_Renoir_267.jpg,Pierre-Auguste Renoir,Impressionism
Amedeo_Modigliani_185.jpg,Amedeo Modigliani,Expressionism
Pierre-Auguste_Renoir_273.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_92.jpg,Pablo Picasso,Cubism
Pablo_Picasso_435.jpg,Pablo Picasso,Cubism
Pablo_Picasso_353.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_57.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_347.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_43.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_86.jpg,Pablo Picasso,Cubism
Pablo_Picasso_421.jpg,Pablo Picasso,Cubism
Rembrandt_67.jpg,Rembrandt,Baroque
Rembrandt_73.jpg,Rembrandt,Baroque
Edgar_Degas_681.jpg,Edgar Degas,Impressionism
Edgar_Degas_695.jpg,Edgar Degas,Impressionism
Edgar_Degas_118.jpg,Edgar Degas,Impressionism
Salvador_Dali_3.jpg,Salvador Dali,Surrealism
Pierre-Auguste_Renoir_313.jpg,Pierre-Auguste Renoir,Impressionism
Alfred_Sisley_17.jpg,Alfred Sisley,Impressionism
Pierre-Auguste_Renoir_307.jpg,Pierre-Auguste Renoir,Impressionism
Rembrandt_98.jpg,Rembrandt,Baroque
Edgar_Degas_642.jpg,Edgar Degas,Impressionism
Rembrandt_126.jpg,Rembrandt,Baroque
Pablo_Picasso_227.jpg,Pablo Picasso,Cubism
Edgar_Degas_124.jpg,Edgar Degas,Impressionism
Edgar_Degas_130.jpg,Edgar Degas,Impressionism
Pablo_Picasso_233.jpg,Pablo Picasso,Cubism
Rembrandt_132.jpg,Rembrandt,Baroque
Peter_Paul_Rubens_3.jpg,Peter Paul Rubens,Baroque
Edgar_Degas_656.jpg,Edgar Degas,Impressionism
Salvador_Dali_103.jpg,Salvador Dali,Surrealism
Salvador_Dali_117.jpg,Salvador Dali,Surrealism
Edgar_Degas_91.jpg,Edgar Degas,Impressionism
Pablo_Picasso_6.jpg,Pablo Picasso,Cubism
Edgar_Degas_483.jpg,Edgar Degas,Impressionism
Alfred_Sisley_206.jpg,Alfred Sisley,Impressionism
Alfred_Sisley_212.jpg,Alfred Sisley,Impressionism
Edgar_Degas_497.jpg,Edgar Degas,Impressionism
Edgar_Degas_85.jpg,Edgar Degas,Impressionism
Pierre-Auguste_Renoir_111.jpg,Pierre-Auguste Renoir,Impressionism
Joan_Miro_61.jpg,Joan Miro,Surrealism
Amedeo_Modigliani_19.jpg,Amedeo Modigliani,Expressionism
Edgar_Degas_468.jpg,Edgar Degas,Impressionism
Joan_Miro_75.jpg,Joan Miro,Surrealism
Salvador_Dali_58.jpg,Salvador Dali,Surrealism
Pierre-Auguste_Renoir_105.jpg,Pierre-Auguste Renoir,Impressionism
Edgar_Degas_52.jpg,Edgar Degas,Impressionism
Edgar_Degas_326.jpg,Edgar Degas,Impressionism
Salvador_Dali_70.jpg,Salvador Dali,Surrealism
Edgar_Degas_440.jpg,Edgar Degas,Impressionism
Amedeo_Modigliani_31.jpg,Amedeo Modigliani,Expressionism
Amedeo_Modigliani_25.jpg,Amedeo Modigliani,Expressionism
Edgar_Degas_454.jpg,Edgar Degas,Impressionism
Salvador_Dali_64.jpg,Salvador Dali,Surrealism
Pierre-Auguste_Renoir_139.jpg,Pierre-Auguste Renoir,Impressionism
Edgar_Degas_46.jpg,Edgar Degas,Impressionism
Joan_Miro_49.jpg,Joan Miro,Surrealism
Edgar_Degas_332.jpg,Edgar Degas,Impressionism
Amedeo_Modigliani_33.jpg,Amedeo Modigliani,Expressionism
Edgar_Degas_442.jpg,Edgar Degas,Impressionism
Salvador_Dali_72.jpg,Salvador Dali,Surrealism
Edgar_Degas_324.jpg,Edgar Degas,Impressionism
Edgar_Degas_50.jpg,Edgar Degas,Impressionism
Edgar_Degas_330.jpg,Edgar Degas,Impressionism
Edgar_Degas_44.jpg,Edgar Degas,Impressionism
Salvador_Dali_66.jpg,Salvador Dali,Surrealism
Edgar_Degas_456.jpg,Edgar Degas,Impressionism
Amedeo_Modigliani_27.jpg,Amedeo Modigliani,Expressionism
Edgar_Degas_318.jpg,Edgar Degas,Impressionism
Joan_Miro_63.jpg,Joan Miro,Surrealism
Pierre-Auguste_Renoir_113.jpg,Pierre-Auguste Renoir,Impressionism
Pierre-Auguste_Renoir_107.jpg,Pierre-Auguste Renoir,Impressionism
Joan_Miro_77.jpg,Joan Miro,Surrealism
Edgar_Degas_78.jpg,Edgar Degas,Impressionism
Alfred_Sisley_204.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_4.jpg,Pablo Picasso,Cubism
Edgar_Degas_481.jpg,Edgar Degas,Impressionism
Edgar_Degas_93.jpg,Edgar Degas,Impressionism
Salvador_Dali_129.jpg,Salvador Dali,Surrealism
Edgar_Degas_87.jpg,Edgar Degas,Impressionism
Joan_Miro_88.jpg,Joan Miro,Surrealism
Edgar_Degas_495.jpg,Edgar Degas,Impressionism
Alfred_Sisley_210.jpg,Alfred Sisley,Impressionism
Alfred_Sisley_238.jpg,Alfred Sisley,Impressionism
Salvador_Dali_101.jpg,Salvador Dali,Surrealism
Salvador_Dali_115.jpg,Salvador Dali,Surrealism
Salvador_Dali_99.jpg,Salvador Dali,Surrealism
Edgar_Degas_126.jpg,Edgar Degas,Impressionism
Pablo_Picasso_225.jpg,Pablo Picasso,Cubism
Alfred_Sisley_29.jpg,Alfred Sisley,Impressionism
Rembrandt_124.jpg,Rembrandt,Baroque
Edgar_Degas_640.jpg,Edgar Degas,Impressionism
Edgar_Degas_654.jpg,Edgar Degas,Impressionism
Peter_Paul_Rubens_1.jpg,Peter Paul Rubens,Baroque
Rembrandt_130.jpg,Rembrandt,Baroque
Pablo_Picasso_231.jpg,Pablo Picasso,Cubism
Edgar_Degas_132.jpg,Edgar Degas,Impressionism
Alfred_Sisley_15.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_219.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_311.jpg,Pierre-Auguste Renoir,Impressionism
Salvador_Dali_1.jpg,Salvador Dali,Surrealism
Rembrandt_118.jpg,Rembrandt,Baroque
Edgar_Degas_668.jpg,Edgar Degas,Impressionism
Pierre-Auguste_Renoir_305.jpg,Pierre-Auguste Renoir,Impressionism
Rembrandt_59.jpg,Rembrandt,Baroque
Edgar_Degas_683.jpg,Edgar Degas,Impressionism
Edgar_Degas_697.jpg,Edgar Degas,Impressionism
Rembrandt_65.jpg,Rembrandt,Baroque
Rembrandt_71.jpg,Rembrandt,Baroque
Peter_Paul_Rubens_55.jpg,Peter Paul Rubens,Baroque
Pierre-Auguste_Renoir_259.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_351.jpg,Pablo Picasso,Cubism
Pablo_Picasso_437.jpg,Pablo Picasso,Cubism
Pablo_Picasso_90.jpg,Pablo Picasso,Cubism
Pablo_Picasso_423.jpg,Pablo Picasso,Cubism
Pablo_Picasso_84.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_41.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_345.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_69.jpg,Peter Paul Rubens,Baroque
Pierre-Auguste_Renoir_265.jpg,Pierre-Auguste Renoir,Impressionism
Amedeo_Modigliani_193.jpg,Amedeo Modigliani,Expressionism
Alfred_Sisley_199.jpg,Alfred Sisley,Impressionism
Pierre-Auguste_Renoir_271.jpg,Pierre-Auguste Renoir,Impressionism
Amedeo_Modigliani_187.jpg,Amedeo Modigliani,Expressionism
Pablo_Picasso_379.jpg,Pablo Picasso,Cubism
Pablo_Picasso_392.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_96.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_53.jpg,Pablo Picasso,Cubism
Alfred_Sisley_172.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_47.jpg,Pablo Picasso,Cubism
Alfred_Sisley_166.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_386.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_82.jpg,Peter Paul Rubens,Baroque
Amedeo_Modigliani_178.jpg,Amedeo Modigliani,Expressionism
Amedeo_Modigliani_150.jpg,Amedeo Modigliani,Expressionism
Amedeo_Modigliani_144.jpg,Amedeo Modigliani,Expressionism
Edgar_Degas_536.jpg,Edgar Degas,Impressionism
Andy_Warhol_151.jpg,Andy Warhol,Pop Art
Claude_Monet_69.jpg,Claude Monet,Impressionism
Rembrandt_252.jpg,Rembrandt,Baroque
Pablo_Picasso_153.jpg,Pablo Picasso,Cubism
Joan_Miro_5.jpg,Joan Miro,Surrealism
Edgar_Degas_250.jpg,Edgar Degas,Impressionism
Edgar_Degas_244.jpg,Edgar Degas,Impressionism
Pablo_Picasso_147.jpg,Pablo Picasso,Cubism
Rembrandt_246.jpg,Rembrandt,Baroque
Edgar_Degas_522.jpg,Edgar Degas,Impressionism
Andy_Warhol_145.jpg,Andy Warhol,Pop Art
Claude_Monet_55.jpg,Claude Monet,Impressionism
Andy_Warhol_95.jpg,Andy Warhol,Pop Art
Andy_Warhol_81.jpg,Andy Warhol,Pop Art
Edgar_Degas_278.jpg,Edgar Degas,Impressionism
Andy_Warhol_179.jpg,Andy Warhol,Pop Art
Claude_Monet_41.jpg,Claude Monet,Impressionism
Caravaggio_26.jpg,Caravaggio,Baroque
Peter_Paul_Rubens_106.jpg,Peter Paul Rubens,Baroque
Claude_Monet_4.jpg,Claude Monet,Impressionism
Edgar_Degas_293.jpg,Edgar Degas,Impressionism
Pablo_Picasso_190.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_60.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_184.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_74.jpg,Pierre-Auguste Renoir,Impressionism
Peter_Paul_Rubens_112.jpg,Peter Paul Rubens,Baroque
Edgar_Degas_287.jpg,Edgar Degas,Impressionism
Caravaggio_32.jpg,Caravaggio,Baroque
Andy_Warhol_56.jpg,Andy Warhol,Pop Art
Andy_Warhol_42.jpg,Andy Warhol,Pop Art
Pierre-Auguste_Renoir_48.jpg,Pierre-Auguste Renoir,Impressionism
Pierre-Auguste_Renoir_49.jpg,Pierre-Auguste Renoir,Impressionism
Andy_Warhol_43.jpg,Andy Warhol,Pop Art
Andy_Warhol_57.jpg,Andy Warhol,Pop Art
Edgar_Degas_286.jpg,Edgar Degas,Impressionism
Peter_Paul_Rubens_113.jpg,Peter Paul Rubens,Baroque
Pierre-Auguste_Renoir_75.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_185.jpg,Pablo Picasso,Cubism
Caravaggio_33.jpg,Caravaggio,Baroque
Caravaggio_27.jpg,Caravaggio,Baroque
Pierre-Auguste_Renoir_61.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_191.jpg,Pablo Picasso,Cubism
Claude_Monet_5.jpg,Claude Monet,Impressionism
Edgar_Degas_292.jpg,Edgar Degas,Impressionism
Peter_Paul_Rubens_107.jpg,Peter Paul Rubens,Baroque
Edgar_Degas_279.jpg,Edgar Degas,Impressionism
Andy_Warhol_80.jpg,Andy Warhol,Pop Art
Claude_Monet_40.jpg,Claude Monet,Impressionism
Andy_Warhol_178.jpg,Andy Warhol,Pop Art
Claude_Monet_54.jpg,Claude Monet,Impressionism
Andy_Warhol_94.jpg,Andy Warhol,Pop Art
Pablo_Picasso_146.jpg,Pablo Picasso,Cubism
Edgar_Degas_245.jpg,Edgar Degas,Impressionism
Andy_Warhol_144.jpg,Andy Warhol,Pop Art
Edgar_Degas_523.jpg,Edgar Degas,Impressionism
Rembrandt_247.jpg,Rembrandt,Baroque
Claude_Monet_68.jpg,Claude Monet,Impressionism
Rembrandt_253.jpg,Rembrandt,Baroque
Andy_Warhol_150.jpg,Andy Warhol,Pop Art
Edgar_Degas_537.jpg,Edgar Degas,Impressionism
Edgar_Degas_251.jpg,Edgar Degas,Impressionism
Joan_Miro_4.jpg,Joan Miro,Surrealism
Pablo_Picasso_152.jpg,Pablo Picasso,Cubism
Amedeo_Modigliani_145.jpg,Amedeo Modigliani,Expressionism
Amedeo_Modigliani_151.jpg,Amedeo Modigliani,Expressionism
Alfred_Sisley_167.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_46.jpg,Pablo Picasso,Cubism
Amedeo_Modigliani_179.jpg,Amedeo Modigliani,Expressionism
Peter_Paul_Rubens_83.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_387.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_97.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_393.jpg,Pablo Picasso,Cubism
Alfred_Sisley_173.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_52.jpg,Pablo Picasso,Cubism
Alfred_Sisley_198.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_378.jpg,Pablo Picasso,Cubism
Amedeo_Modigliani_186.jpg,Amedeo Modigliani,Expressionism
Pierre-Auguste_Renoir_270.jpg,Pierre-Auguste Renoir,Impressionism
Amedeo_Modigliani_192.jpg,Amedeo Modigliani,Expressionism
Pierre-Auguste_Renoir_264.jpg,Pierre-Auguste Renoir,Impressionism
Peter_Paul_Rubens_68.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_85.jpg,Pablo Picasso,Cubism
Pablo_Picasso_422.jpg,Pablo Picasso,Cubism
Pablo_Picasso_344.jpg,Pablo Picasso,Cubism
Peter_Paul_Rubens_40.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_350.jpg,Pablo Picasso,Cubism
Pierre-Auguste_Renoir_258.jpg,Pierre-Auguste Renoir,Impressionism
Peter_Paul_Rubens_54.jpg,Peter Paul Rubens,Baroque
Pablo_Picasso_91.jpg,Pablo Picasso,Cubism
Pablo_Picasso_436.jpg,Pablo Picasso,Cubism
Rembrandt_70.jpg,Rembrandt,Baroque
Rembrandt_64.jpg,Rembrandt,Baroque
Edgar_Degas_696.jpg,Edgar Degas,Impressionism
Edgar_Degas_682.jpg,Edgar Degas,Impressionism
Rembrandt_58.jpg,Rembrandt,Baroque
Edgar_Degas_669.jpg,Edgar Degas,Impressionism
Pierre-Auguste_Renoir_304.jpg,Pierre-Auguste Renoir,Impressionism
Pierre-Auguste_Renoir_310.jpg,Pierre-Auguste Renoir,Impressionism
Pablo_Picasso_218.jpg,Pablo Picasso,Cubism
Alfred_Sisley_14.jpg,Alfred Sisley,Impressionism
Rembrandt_119.jpg,Rembrandt,Baroque
Rembrandt_131.jpg,Rembrandt,Baroque
Edgar_Degas_655.jpg,Edgar Degas,Impressionism
Edgar_Degas_133.jpg,Edgar Degas,Impressionism
Pablo_Picasso_230.jpg,Pablo Picasso,Cubism
Alfred_Sisley_28.jpg,Alfred Sisley,Impressionism
Pablo_Picasso_224.jpg,Pablo Picasso,Cubism
Edgar_Degas_127.jpg,Edgar Degas,Impressionism
Edgar_Degas_641.jpg,Edgar Degas,Impressionism
Rembrandt_125.jpg,Rembrandt,Baroque
Salvador_Dali_98.jpg,Salvador Dali,Surrealism
Salvador_Dali_114.jpg,Salvador Dali,Surrealism
Alfred_Sisley_239.jpg,Alfred Sisley,Impressionism
Salvador_Dali_100.jpg,Salvador Dali,Surrealism
Joan_Miro_89.jpg,Joan Miro,Surrealism
Salvador_Dali_128.jpg,Salvador Dali,Surrealism
Edgar_Degas_86.jpg,Edgar Degas,Impressionism
Alfred_Sisley_211.jpg,Alfred Sisley,Impressionism
Edgar_Degas_494.jpg,Edgar Degas,Impressionism
Edgar_Degas_480.jpg,Edgar Degas,Impressionism
Pablo_Picasso_5.jpg,Pablo Picasso,Cubism
Alfred_Sisley_205.jpg,Alfred Sisley,Impressionism
Edgar_Degas_92.jpg,Edgar Degas,Impressionism
Edgar_Degas_79.jpg,Edgar Degas,Impressionism
Joan_Miro_76.jpg,Joan Miro,Surrealism
Pierre-Auguste_Renoir_106.jpg,Pierre-Auguste Renoir,Impressionism
Pierre-Auguste_Renoir_112.jpg,Pierre-Auguste Renoir,Impressionism
Joan_Miro_62.jpg,Joan Miro,Surrealism
Edgar_Degas_319.jpg,Edgar Degas,Impressionism
Salvador_Dali_67.jpg,Salvador Dali,Surrealism
Edgar_Degas_45.jpg,Edgar Degas,Impressionism
Edgar_Degas_331.jpg,Edgar Degas,Impressionism
Edgar_Degas_457.jpg,Edgar Degas,Impressionism
Amedeo_Modigliani_26.jpg,Amedeo Modigliani,Expressionism
Amedeo_Modigliani_32.jpg,Amedeo Modigliani,Expressionism
Edgar_Degas_443.jpg,Edgar Degas,Impressionism
Edgar_Degas_51.jpg,Edgar Degas,Impressionism
Edgar_Degas_325.jpg,Edgar Degas,Impressionism
Salvador_Dali_73.jpg,Salvador Dali,Surrealism
Joan_Miro_66.jpg,Joan Miro,Surrealism
Edgar_Degas_69.jpg,Edgar Degas,Impressionism
Pierre-Auguste_Renoir_116.jpg,Pierre-Auguste Renoir,Impressionism
Pierre-Auguste_Renoir_102.jpg,Pierre-Auguste Renoir,Impressionism
Edgar_Degas_309.jpg,Edgar Degas,Impressionism
Joan_Miro_72.jpg,Joan Miro,Surrealism
Salvador_Dali_77.jpg,Salvador Dali,Surrealism
Edgar_Degas_321.jpg,Edgar Degas,Impressionism
Edgar_Degas_55.jpg,Edgar Degas,Impressionism
Edgar_Degas_447.jpg,Edgar Degas,Impressionism
Amedeo_Modigliani_36.jpg,Amedeo Modigliani,Expressionism
Amedeo_Modigliani_22.jpg,Amedeo Modigliani,Expressionism
Edgar_Degas_453.jpg,Edgar Degas,Impressionism
Edgar_Degas_335.jpg,Edgar Degas,Impressionism
Edgar_Degas_41.jpg,Edgar Degas,Impressionism
Salvador_Dali_63.jpg,Salvador Dali,Surrealism
Salvador_Dali_88.jpg,Salvador Dali,Surrealism
Salvador_Dali_104.jpg,Salvador Dali,Surrealism
Alfred_Sisley_229.jpg,Alfred Sisley,Impressionism
Salvador_Dali_110.jpg,Salvador Dali,Surrealism
Salvador_Dali_138.jpg,Salvador Dali,Surrealism
Edgar_Degas_96.jpg,Edgar Degas,Impressionism
